,id,skills,edu_1,edu_2,edu_3,org_1,org_2,org_3,org_4,Target
235,sudarshanalakmal,Java JavaScript PHP C Cascading Style Sheets CSS HTML Reactjs MySQL C JavaServer Pages JSP Spring Framework Shell Scripting Nodejs React Native AngularJS TypeScript Research Python Arduino Photoshop Fuzzy Logic Hibernate Java Enterprise Edition Maven Expressjs ElasticSearch Jenkins IntelliJ IDEA Robotics Artificial Intelligence Digital Image Processing Cryptography Eclipse MIPS Assembly Oracle SQL Developer Design Patterns Representational State Transfer REST Java RMI Angular Windows Azure Windows Mobile Steganography SCRM                    ,Bachelor of Science (B.Sc) Uva Wellassa University of Sri Lanka, G/Batemulla National College., ,Senior Software Engineer AdroitLogic,Senior Software Engineer SLAppForge,Software Engineer AdroitLogic,Software Engineer SLAppForge,Software Engineer
236,yasasrangika,Java C HTML Leadership Web Applications Python Programming Language MySQL Spring Framework Microsoft Office Linux jQuery Machine Learning Deep Learning Microsoft Word English Management Microsoft PowerPoint Adobe Photoshop Web Services Graphic Design Scuba Diving Multimedia ELearning Film java ee Facebook Pandas Software Scuba Diving Instruction Diving Diving Medicine Youth Programs                                ,Certified Sport Diver Dive Lanka - Dive Seenigama Diving Training Centre,Advanced level education Richmond College,University Admission Richmond College,Software Engineer WSO2,Director Lions Club of Colombo New Century Titans,Charter Member Lions Club of Colombo New Century Titans,Advanced Open Water Diver PADI,Software Engineer
237,lakithdharmarathna,Java JavaScript PHP C Python Programming Language MySQL CSS C Web Development Arduino Management Software Engineering Object Oriented Design Robot Operating System ROS Representational State Transfer REST HTML Algorithm Development Apache NiFi                                             ,Bachelor of Industrial Information Technology Uva Wellassa University,Bachelor's Degree University of Colombo School of Computing,"A/L Maliyadeva collage , Kurunegala , Srilanka",Senior Software Engineer PickMe (Digital Mobility Solutions Lanka (PVT) Ltd),Software Engineer Zone24x7,Associate Software Engineer Zone24x7 Inc.,Trainee Associate Software Engineer Zone24x7 Inc.,Software Engineer
238,abiram-ketheeswaran-688171186,Java JavaScript Communication Leadership Software Development SQL NET Framework MySQL English MongoDB Angular Networking Presentations Problem Solving Software Development Life Cycle SDLC Nodejs Stored Procedures                                              ,Bachelor of Science - BS University of Jaffna,Diploma University of Colombo School of Computing, ,Software Engineer WSO2,Software Developer ,Intern Unicom SD (Pvt) Ltd, ,Software Engineer
239,navaruban-nithiyanantham-11b55490,Java JavaScript PHP C Leadership Reactjs ASPNET Core ASPNET ASPNET MVC MySQL C PostgreSQL Web Development Data Analysis User Interface Design jQuery AngularJS Agile Methodologies JSON Microsoft SQL Server SQLite Group Work Problem Solving XAML angular K                                     ,Bsc in Computer science and Technology Uva Wellassa University of Sri Lanka, Jaffna Hindu College, ,Senior Software Engineer HCL Technologies,Senior Software Engineer Creo360,Senior Software Engineer Navotar Inc,Software Engineer Navotar Inc,Software Engineer
240,sandunlasantha,Java JavaScript PHP C Mobile Application Development HTML SQL Python Programming Language Bootstrap MySQL Spring Boot Android jQuery Agile Project Management Hibernate Algorithms Database Management System DBMS Scrum c Xamarin Products Xamarin Forms                                          ,B.Sc Special Degree in Sabaragamuwa University,Diploma in Information Technology (DiTEC) ESOFT Metro Campus, Matara Central College,Software Engineer Calcey Technologies,Software Engineer Intern Creative Software, , ,Software Engineer
241,dhanushkasalinda91,JavaScript PHP Cascading Style Sheets CSS Laravel HTML Programming SQL Oracle Database MySQL CSS ObjectOriented Programming OOP Linux Git jQuery CodeIgniter                                                ,Bachelor of Industrial Information Technology Uva Wellassa University of Sri Lanka," Mayurapada Central College, Narammala", Mayurapada Junior School,"Senior Software Engineer solomoIT - Digital Marketing Solutions from concept to market | Social Media, Web & Mobile Services",Software Engineer - PHP Ziphio,Software Engineer - PHP  Saleme.lk Pvt Ltd,Software Engineer - PHP WFX Web Design Sri Lanka,Software Engineer
242,dinusha-pemarathna-09b879137,                                                              , Uva  Wellassa University of Sri Lanka, , ,Software Engineer ISM APAC,Junior Software Engineer ISM APAC,Trainee software Engineer Pristine Solutions (Pvt) Ltd, ,Software Engineer
243,pramodya-warnakula-87574017a,Java JavaScript Cascading Style Sheets CSS HTML Leadership Software Development Programming SQL Databases MySQL Core Java Public Speaking Spring Framework ObjectOriented Programming OOP Spring Boot Frontend Development Git Spring MVC AngularJS Management jQuery UI JavaSE Hibernate Java Database Connectivity JDBC GitHub Object Oriented Design Design JavaEE JQuery                                  ,BSc' Business Information System (special) University of Sri Jayewardenepura, , ,Associate Software Engineer hSenid Software International,Associate Software Engineer Wonder Software Engineering,Associate Software Engineer Inclute LLC,Software Engineer Training IJSE-Institute of Software Engineering,Software Engineer
244,sashithafonseka,Java JavaScript PHP HTML Software Development SQL NET Framework C Spring Framework Web Development React Native Git angular AngularJS Play Framework Windows Presentation Foundation WPF css Writing XAML                                            ,Bachelor's degree University of Westminster," S.Thomas' College, Mount Lavinia", S. Thomas' Preparatory School,Software Engineer Creative Software,Software Engineering Intern Creative Software,Freelance Writer iWriter, ,Software Engineer
245,dimuthu-kasun,Java JavaScript PHP HTML Leadership Python Programming Language Reactjs Databases NET Framework ASPNET MVC MySQL Public Speaking Spring Framework ObjectOriented Programming OOP Microsoft Office Data Science Research Machine Learning Signal Processing Microsoft Excel Microsoft Word Project Management Google Cloud Platform GCP Management Microsoft PowerPoint Amazon Web Services AWS Customer Service Networking NoSQL Docker Scala Go Programming Language Computer Networking Unified Modeling Language UML Mean Stack Blockchain Apache Teaching Springboot Singleton dao serveless programming systemml                    ,Bachelor's degree University of Colombo School of Computing,High School Diploma IJSE, matara central college,Associate Software Engineer WSO2,Trainee Software Engineer CodeGen International,Member Training and Development Officer UCSC ISACA Student Group,Software Developer Creative-2,Software Engineer
246,gihan-akalanka-kuruppu-627862144,JavaScript C Cascading Style Sheets CSS HTML SQL ASPNET MVC C ObjectOriented Programming OOP AJAX jQuery Teamwork JEE Web Services                                                   ,BSc(Hons) In Software Engineering NSBM Green University, Bandaranayake College , ,Software Engineer HCL Technologies,Junior Software Engineer SriLankan Airlines Official,Internship Trainee SriLankan Airlines Official, ,Software Engineer
247,kasun-nirmala-professional,Java Android Development Mobile Application Development Flutter Web Development Machine Learning Arduino Matlab Team Leadership Electronics Project Management AutoCAD Team Management Industrial Automation Personal Development Software Systems Engineering Electrical Engineering Performance Management PLC Programming Power Electronics Power Systems Organizational Leadership Organizational Development Electrical Machines Automotive Electrical Systems Electronics Manufacturing Solar Power Renewable Energy Systems Electronic Engineering                                  ,"HEQ Professional Graduate Diploma BCS, The Chartered Institute for IT",Higher Diploma IJSE - Institute of Java and Software Engineering,GCE A/L Mahinda College,Software Engineer Sysco LABS Sri Lanka,Software Engineer Effective Solutions (Pvt) Ltd,Professional Freelancer Fiverr,"TRAINEE ELECTRICAL ENGINEER, Lanka Electricity Company Private Limited",Software Engineer
248,kasthuriraajan,Java JavaScript Cascading Style Sheets CSS HTML Leadership Python Programming Language Reactjs Bootstrap Oracle Database MySQL C Public Speaking Spring Framework Spring Boot Web Development Web Design Python Matlab Teamwork C MongoDB Thymeleaf PLSQL Play Framework NetBeans IntelliJ IDEA Github ESB TensorFlow Keras Recurrent Neural Networks RNN PyTorch Pycharm openNMT                             ,MSc in Computer Science University of Moratuwa,BSc Hons (ComputerSc) University of Jaffna, ,Software Engineer WSO2,Software Engineer IFS,Google Summer of Code Participant The Apache Software Foundation,Software Engineer Internship WSO2,Software Engineer
249,tharushijayasekara,Java C C Web Development Python Data Structures Algorithms Natural Language Processing NLP Competitive Programming German                                                     ,BSc Honours University of Colombo School of Computing," Musaeus College, Colombo 07", ,Software Engineer WSO2,Outreachy Intern The Open Information Security Foundation,Software Engineering Intern WSO2, ,Software Engineer
250,chamodshehanka,Java JavaScript PHP HTML C Cascading Style Sheets CSS HTML Leadership Software Development Programming SQL MySQL C JavaServer Pages JSP ObjectOriented Programming OOP Microsoft Office Linux Flutter Nodejs Git Web Design AJAX jQuery Machine Learning Python Matlab Teamwork Team Leadership Firebase C Google Cloud Platform GCP JavaFX Hibernate Microsoft Azure Angular Adobe Photoshop Docker Kubernetes Go Programming Language Responsive Web Design Drupal Adobe Fireworks Search Engine Optimization SEO TensorFlow XHTML Visual Basic NET VBNET Pycharm Adobe Dreamweaver Adobe Muse Adobe Edge Animate             ,Bachelor of Applied Science Wayamba University of Sri Lanka,Diploma in Software Engineering IJSE, Sripalee College Horana,Software Engineer WSO2,Microsoft Learn Student Ambassador  Microsoft,Campus Expert GitHub,Intern Software Engineer WSO2,Software Engineer
251,sathursan-krishnadeva-a0a86b19b,Strategy Programming Engineering Problem Solving Design                                                          ,Bachelor of Engineering - BE University of Peradeniya, , ,Software Engineer Hatchyard,Software Engineer Intern Infinity Innovators Pvt Ltd, , ,Software Engineer
252,ashokcst,Java JavaScript PHP C Software Development SQL MySQL JavaServer Pages JSP Spring Framework Spring Boot Linux Android Web Design jQuery AngularJS Hibernate Servlets JSP Maven Tomcat Software Engineering JUnit IntelliJ IDEA Eclipse JMeter JBoss Application Server Struts Java                                   ,Bachelor’s Degree Uva Wellassa University of Srilanka, , ,Senior Software Engineer Aeturnum,Software Engineer Finnovation,Associate Software Engineer-Technology Virtusa,Software Developer - Internship Mobitel (Pvt) Ltd,Software Engineer
253,srgbolonna,Java JavaScript PHP C Cascading Style Sheets CSS HTML Software Development Programming SQL Databases MySQL C Spring Framework Spring Boot AJAX jQuery Research Windows Visual Studio C JavaSE Hibernate XML OOP Java Enterprise Edition JSP Networking Microservices Software Engineering Jasper Reports Troubleshooting Operating Systems Java Swing Web Services Eclipse UML Flash Animation Design Patterns Computer Hardware Struts JDBC JavaEE Delphi Flash ActionScript Jakarta EE Reverse Engineering JNI Embarcadero RAD Studio Hardware SQL Experienced in MySQL             ,Bachelor's degree Wrexham Glyndŵr University,Undergraduate / Semester 1 Java Institute for Advanced Technology,"GCE O/L St.Aloysius College, Ratnapura",Senior Software Engineer HCL Technologies,Software Engineer FORTI5 ,Software Engineer BlackSwan Technologies,Software Engineer Hitachi Digital Payment Solutions Ltd.,Software Engineer
